PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
Tree Permit,TRE-PMT-23-38902410,CIP SAWS Acequia Lift Station,,,,,,2022-12-22,2023-01-04,,,"Adams Environmental, Inc.",3,,Mission
Tree Permit,TRE-PMT-23-38902411,PLAT-20-11800615 - Madisons Market Phase III Replat,,,,,,2022-12-22,2023-01-04,,,Rachel Roberts,4,,
Tree Permit,TRE-PMT-23-38902415,CIP CPS Energy L242 Line Extension and Voltage Conversion,,"5290 NEW SULPHUR SPRINGS, City of San Antonio, TX 78222",,2164521.5,13678485.5,2022-12-27,2023-01-04,,,"Adams Environmental, Inc.","0, 3",,
Garage Sale,BLDG-GS-PMT-13806696,3011 MEADOW FLOWER,,"3011 MEADOW FLOWER, City of San Antonio, TX 78251",,2083396,13716856.6,2023-01-05,2023-01-05,,,Matthew Christopher Rodriguez,6,,
Garage Sale,BLDG-GS-PMT-13806697,2647 MISTLETOE,,"2647 W MISTLETOE, City of San Antonio, TX 78228",,2113202.8,13713972.4,2023-01-05,2023-01-05,,,Catherine Alvarado,7,NCD-7 Jefferson,
Garage Sale,BLDG-GS-PMT-13806698,626 INSPIRATION DR,,"626 INSPIRATION DR, City of San Antonio, TX 78228",,2103220.6,13723195.7,2023-01-05,2023-01-05,,,Sylvia G Hernandez,7,,
Comm New Building Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,450000,8604,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Electrical General Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Electrical TOPS Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Mechanical Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing Gas Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing General Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing Irrigation Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing Sewer Permit,COM-BLG-PMT22-40200982,Building No: 1; Unit No: N/A,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Comm New Building Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,4698000,104368,Davis + Tobias Architecture,8,,
Electrical General Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,,,Davis + Tobias Architecture,8,,
Mechanical Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,,,Davis + Tobias Architecture,8,,
Plumbing General Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,,,Davis + Tobias Architecture,8,,
Plumbing Irrigation Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,,,Davis + Tobias Architecture,8,,
Plumbing Sewer Permit,COM-BLG-PMT23-40200008,Building No: 1; Unit No: NA,New,"8503 PRUE RD, SAN ANTONIO, TX 78249",,,,2022-10-03,2023-01-05,,,Davis + Tobias Architecture,8,,
Comm Comm Equipment Permit,COM-CEQ-PMT22-40700342,Minor Structures - T-Mobile MW (880037-625567),New,"16607 NACOGDOCHES RD, City of San Antonio, TX 78247",,2173942,13763146,2022-11-22,2023-01-05,1500,,"Crown Castle USA, Inc.",10,,
Comm Remodel Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,35000,986,"Projecta Engineering, PLLC",5,,
Electrical General Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,,,"Projecta Engineering, PLLC",5,,
Mechanical Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,,,"Projecta Engineering, PLLC",5,,
Plumbing Gas Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,,,"Projecta Engineering, PLLC",5,,
Plumbing General Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,,,"Projecta Engineering, PLLC",5,,
Plumbing Sewer Permit,COM-RML-PMT22-40000870,Minor Plans - 2002 Nogalitos Remodel,Existing,"2002 NOGALITOS ST, City of San Antonio, TX 78225",,-98.516989,29.394111,2022-06-27,2023-01-05,,,"Projecta Engineering, PLLC",5,,
Comm Remodel Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Electrical General Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Mechanical Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Plumbing Gas Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Plumbing General Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Plumbing Medical Gas Permit,COM-RML-PMT22-40000949,Building No: 1902; Unit No: NA,Existing,"1902 N 1604 W, City of San Antonio, TX 78248",,2119967.2,13768761.7,2022-09-08,2023-01-05,,,PHILIP KOUMVAKALIS,9,,
Comm Remodel Permit,COM-RML-PMT22-40000980,Building No: N/A; Unit No: 750,Existing,"45 NE 410, City of San Antonio, TX 78216",,2130775.9,13737507.1,2022-11-02,2023-01-05,,,Ariel Vega,1,,
Electrical General Permit,COM-RML-PMT22-40000980,Building No: N/A; Unit No: 750,Existing,"45 NE 410, City of San Antonio, TX 78216",,2130775.9,13737507.1,2022-11-02,2023-01-05,,,Ariel Vega,1,,
Mechanical Permit,COM-RML-PMT22-40000980,Building No: N/A; Unit No: 750,Existing,"45 NE 410, City of San Antonio, TX 78216",,2130775.9,13737507.1,2022-11-02,2023-01-05,,,Ariel Vega,1,,
Plumbing General Permit,COM-RML-PMT22-40000980,Building No: N/A; Unit No: 750,Existing,"45 NE 410, City of San Antonio, TX 78216",,2130775.9,13737507.1,2022-11-02,2023-01-05,,,Ariel Vega,1,,
Comm Remodel Permit,COM-RML-PMT23-40000016,Building No: 1; Unit No: 103,Existing,"1455 AUSTIN HWY, City of San Antonio, TX 78209",,2148000,13727387.7,2022-11-09,2023-01-05,,,amanda flores,10,,
Electrical General Permit,COM-RML-PMT23-40000016,Building No: 1; Unit No: 103,Existing,"1455 AUSTIN HWY, City of San Antonio, TX 78209",,2148000,13727387.7,2022-11-09,2023-01-05,,,amanda flores,10,,
Mechanical Permit,COM-RML-PMT23-40000016,Building No: 1; Unit No: 103,Existing,"1455 AUSTIN HWY, City of San Antonio, TX 78209",,2148000,13727387.7,2022-11-09,2023-01-05,,,amanda flores,10,,
Plumbing Gas Permit,COM-RML-PMT23-40000016,Building No: 1; Unit No: 103,Existing,"1455 AUSTIN HWY, City of San Antonio, TX 78209",,2148000,13727387.7,2022-11-09,2023-01-05,,,amanda flores,10,,
Plumbing General Permit,COM-RML-PMT23-40000016,Building No: 1; Unit No: 103,Existing,"1455 AUSTIN HWY, City of San Antonio, TX 78209",,2148000,13727387.7,2022-11-09,2023-01-05,,,amanda flores,10,,
Comm Remodel Permit,COM-RML-PMT23-40000020,Building No: Austin; Unit No: 214,Existing,"4415 W PIEDRAS DR, City of San Antonio, TX 78228",,2104645,13724823.5,2022-11-09,2023-01-05,,,12 GCS Company,7,,
Electrical General Permit,COM-RML-PMT23-40000020,Building No: Austin; Unit No: 214,Existing,"4415 W PIEDRAS DR, City of San Antonio, TX 78228",,2104645,13724823.5,2022-11-09,2023-01-05,,,12 GCS Company,7,,
Plumbing General Permit,COM-RML-PMT23-40000020,Building No: Austin; Unit No: 214,Existing,"4415 W PIEDRAS DR, City of San Antonio, TX 78228",,2104645,13724823.5,2022-11-09,2023-01-05,,,12 GCS Company,7,,
Comm Shell Permit,COM-SHL-PMT23-40400004,Building No: 1; Unit No: 301,New,"2907 N 1604 E, City of San Antonio, TX 78259",,2145644.7,13767546.2,2022-12-01,2023-01-05,20000,1840,jagged edge custom design,9,,
Comm Sitework Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,450000,8604,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Electrical General Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Electrical TML Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Electrical TOPS Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing General Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing Irrigation Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Plumbing Sewer Permit,COM-SIT-PMT22-40100450,Complex Plans - McDonald's 42-3218,New,"16522 NACOGDOCHES RD, City of San Antonio, TX 78247",,2174119,13762502.3,2022-06-09,2023-01-05,,,"Becky Carroll, Pape-Dawson Engineers, PAPE-DAWSON ENGINEERS",10,,
Comm Sitework Permit,COM-SIT-PMT22-40100491,Complex Plans - Sunset Mem Pk Maus,New,"1701 AUSTIN HWY, City of San Antonio, TX 78218",,2149361,13729187,2021-04-30,2023-01-05,675870,2317,Mausoleums USA,10,,
Comm Sitework Permit,COM-SIT-PMT23-40100010,Site Work-Tesla-Culebra Commons-7010 W Loop 1604 N,New,"7010 W 1604 N, City of San Antonio, TX 78250",,2064110.8,13730674.1,2022-11-29,2023-01-05,246000,1080,GPD Group Professional Corporation,6,,
Electrical General Permit,COM-SIT-PMT23-40100010,Site Work-Tesla-Culebra Commons-7010 W Loop 1604 N,New,"7010 W 1604 N, City of San Antonio, TX 78250",,2064110.8,13730674.1,2022-11-29,2023-01-05,,,GPD Group Professional Corporation,6,,
Demolition Permit,DEM-DEM-PMT23-39200361,3005 SIDNEY BROOKS,,"3005 SIDNEY BROOKS, City of San Antonio, TX 78235",,2146148.4,13674395.7,2022-07-15,2023-01-05,,3500,FLASH DEMOLITION,3,,
Demolition Permit,DEM-DEM-PMT23-39200537,2719 MORALES,,"2719 MORALES, City of San Antonio, TX 78207",,2117931.3,13705580.7,2022-10-27,2023-01-05,,1200,"Gillermo Zertuche, JR RAMON & SONS",5,,
Demolition Permit,DEM-DEM-PMT23-39200556,1715 SANTA MONICA,,"1715 SANTA MONICA, City of San Antonio, TX 78201",,2120212.3,13719542.6,2022-11-09,2023-01-05,,1200,"HAULBROOKE, INC.",1,,
Demolition Permit,DEM-DEM-PMT23-39200603,7719 ECKHERT RD,,"7719 ECKHERT RD, City of San Antonio, TX 78240",,2087891,13733678,2022-12-14,2023-01-05,,800,"Hansco, Inc.",7,,
LSR Mechanical Permit,LSR-MECH-23-39600061,,,"7402 CLEAR PT, City of San Antonio, TX 78242",,2092744.7,13677544.1,2023-01-05,2023-01-05,,,DONALD RACKLER,4,,
LSR Mechanical Permit,LSR-MECH-23-39600062,,,"4531 CALLAGHAN RD, City of San Antonio, TX 78228",,2094647.4,13719165.8,2023-01-05,2023-01-05,,,"JEREMY T ROBERDS, SA SPECIALTIE",7,,
LSR Mechanical Permit,LSR-MECH-23-39600063,,,"8122 JALANE PARK, City of San Antonio, TX 78255",,2081671.6,13793240.2,2023-01-05,2023-01-05,,,"JEREMY T ROBERDS, SA SPECIALTIE",8,,
LSR Mechanical Permit,LSR-MECH-23-39600068,,,"14111 QUARLES DR, City of San Antonio, TX 78247",,2151985.8,13755137.1,2023-01-05,2023-01-05,,,Allbritton Air,10,,
LSR Plumbing Permit,LSR-PLUMB-23-39700052,,,"109 PETERS, City of San Antonio, TX 78204",,2128607.6,13695677.7,2023-01-05,2023-01-05,,,Theresa McFaul,5,,
LSR Plumbing Permit,LSR-PLUMB-23-39700053,,,"10715 BURR OAK, City of San Antonio, TX 78230",,2117066.9,13743595.5,2023-01-05,2023-01-05,,,Theresa McFaul,9,,
LSR Plumbing Permit,LSR-PLUMB-23-39700054,,,"414 TIGER HILLS, City of San Antonio, TX 78251",,2063834,13706483.9,2023-01-05,2023-01-05,,,"GARY S HOWARD, INFINITY PLUMBING",4,,
LSR Plumbing Permit,LSR-PLUMB-23-39700055,,,"6811 HILLSIDE BLUFF, City of San Antonio, TX 78233",,2173466.2,13757051.6,2023-01-05,2023-01-05,,,KARL BISHOP,10,,
LSR Plumbing Permit,LSR-PLUMB-23-39700056,,,"9347 WIND DANCER, City of San Antonio, TX 78251",,2074151.4,13711620,2023-01-05,2023-01-05,,,Derrick Barrows,6,,
LSR Plumbing Permit,LSR-PLUMB-23-39700057,,,"10810 GRAND HAVEN, City of San Antonio, TX 78239",,2168661.9,13743399.4,2023-01-05,2023-01-05,,,KARL BISHOP,10,,
LSR Plumbing Permit,LSR-PLUMB-23-39700058,,,"1311 CADLEY COURT, City of San Antonio, TX 78258",,2122410.4,13777805.5,2023-01-05,2023-01-05,,,"MARK VASQUEZ, A & M PLUMBING",9,,
LSR Plumbing Permit,LSR-PLUMB-23-39700059,,,"6522 AMBER OAK, City of San Antonio, TX 78249",,2090041.9,13757942.7,2023-01-05,2023-01-05,,,"GARY S HOWARD, INFINITY PLUMBING",8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700060,,,"25010 CHESHIRE RIDGE, City of San Antonio ETJ, TX 78260",,2130484.6,13793253.3,2023-01-05,2023-01-05,,,Theresa McFaul,0,,
LSR Plumbing Permit,LSR-PLUMB-23-39700064,,,"3946 STARHILL DR, City of San Antonio, TX 78218",,2153675,13734259.4,2023-01-05,2023-01-05,,,"JAMES L HAYNES, NORTH EAST AIR CONDITIONING",2,,
LSR Plumbing Permit,LSR-PLUMB-23-39700065,,,"118 MT CALVARY, City of San Antonio, TX 78209",,2144244,13725440.2,2023-01-05,2023-01-05,,,DAVID L CROSS,10,,
LSR Plumbing Permit,LSR-PLUMB-23-39700066,,,"13247 LOST LAKE, City of San Antonio, TX 78249",,2084255.2,13754094.4,2023-01-05,2023-01-05,,,"WALTER J SUAREZ, A & A PLUMBING LLC",8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700067,,,"7423 SILENT SPRING, City of San Antonio, TX 78250",,2077379.8,13731853.5,2023-01-05,2023-01-05,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",7,,
LSR Plumbing Permit,LSR-PLUMB-23-39700069,,,"5126 SPRING ARROW, City of San Antonio, TX 78247",,2163117.7,13759321.1,2023-01-05,2023-01-05,,,"MARK VASQUEZ, A & M PLUMBING",10,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34000277,Plumbing Backflow Permit,,"701 S ZARZAMORA ST, City of San Antonio, TX 78207",,2118480.4,13701241,2023-01-04,2023-01-05,,,ROOSEVELT IRRIGATION,5,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34000442,Plumbing,,"615 E QUINCY, City of San Antonio, TX 78215",,2131280.3,13707221.1,2023-01-05,2023-01-05,,,"JACINTO R LEFEBRE, Five Star",1,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34000503,3710 Roosevelt,,"3710 ROOSEVELT AVE, City of San Antonio, TX 78214",,2133900.4,13675554.3,2023-01-05,2023-01-05,,,Anthony Currie,3,,Mission
Plumbing Backflow Permit,MEP-BCK-PMT23-34000525,DAVID C.,,"13250 VISTA DEL MUNDO, City of San Antonio, TX 78216",,2123051.7,13753353.1,2023-01-05,2023-01-05,,,"CHRISTOPHER RUSSEK, ANDY'S SPRINKLER & DRAINAGE",9,,
Electrical General Permit,MEP-ELE-PMT23-33300197,Pittman Sullivan Park,,"1101 IOWA ST, City of San Antonio, TX 78203",,2138840.4,13697881.7,2023-01-03,2023-01-05,,,Brian Weller,2,,
Electrical General Permit,MEP-ELE-PMT23-33300280,Electrical General Permit,,"323 REFUGIO ST, City of San Antonio, TX 78210",,2132420.3,13698782.1,2023-01-04,2023-01-05,,,CDAM ELECTRIC LLC,1,,Lavaca
Electrical General Permit,MEP-ELE-PMT23-33300309,128 W RIDGEWOOD COURT,,"128 W RIDGEWOOD COURT, City of San Antonio, TX 78212",,2129148.5,13717591.9,2023-01-04,2023-01-05,,,E&S ELECTRICAL,1,NCD-10 Monte Vista Terrace,
Electrical General Permit,MEP-ELE-PMT23-33300358,21 Bitterblue lane meter loop,,"21 BITTERBLUE LANE, City of San Antonio, TX 78218",,2150431.6,13730042.7,2023-01-04,2023-01-05,,,Ricardo Ambriz,10,,
Electrical General Permit,MEP-ELE-PMT23-33300405,TANNER PEAK REMODEL,,"4603 TANNER PEAK, City of San Antonio, TX 78247",,2159317.1,13765715.2,2023-01-05,2023-01-05,,,John Doebbler,10,,
Electrical General Permit,MEP-ELE-PMT23-33300423,ELELCTRICAL,,"24111 VECCHIO, City of San Antonio, TX 78260",,2128303.9,13790952.6,2023-01-05,2023-01-05,,,"CHRISTIAN SILVA, SILCO ELECTRIC",9,,
Electrical General Permit,MEP-ELE-PMT23-33300425,Alamo Classic,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-05,2023-01-05,,,"GARY T GILLIS, STATE MASTER LIC. ELECTRICIAN",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300428,SA Bridal Extravaganza,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-05,2023-01-05,,,"GARY T GILLIS, STATE MASTER LIC. ELECTRICIAN",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300429,5th Brigade JROTC,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-05,2023-01-05,,,"GARY T GILLIS, STATE MASTER LIC. ELECTRICIAN",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300430,Retailers Jewlers Association,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-05,2023-01-05,,,"GARY T GILLIS, STATE MASTER LIC. ELECTRICIAN",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300456,RI / Applewhite #344,,"12800 APPLEWHITE RD, City of San Antonio, TX 78224",,2113373.3,13653908.6,2023-01-05,2023-01-05,,,"JOSE Z DE LUNA, JZ ELECTRIC LLC",4,,
Electrical General Permit,MEP-ELE-PMT23-33300457,C/ FIRE SUN,,"4067 FIRE SUN, City of San Antonio, TX 78244",,2168999.1,13716545.2,2023-01-05,2023-01-05,,,"JOSE Z DE LUNA, JZ ELECTRIC LLC",2,,
Electrical General Permit,MEP-ELE-PMT23-33300460,PS/ WEYMOUTH,,"137 WEYMOUTH, City of San Antonio, TX 78212",,2125925.5,13710525,2023-01-05,2023-01-05,,,"JOSE Z DE LUNA, JZ ELECTRIC LLC",1,NCD-2 Alta Vista,
Electrical General Permit,MEP-ELE-PMT23-33300466,310 Vine St,,"310 VINE ST, City of San Antonio, TX 78210",,2142331.1,13696509.7,2023-01-05,2023-01-05,,,JAVIER C MEDINA,2,,
Electrical General Permit,MEP-ELE-PMT23-33300481,Early way,,"202 EARLYWAY, City of San Antonio, TX 78233",,2164506.9,13741497.1,2023-01-05,2023-01-05,,,Nicolas Espinoza,2,,
Electrical General Permit,MEP-ELE-PMT23-33300486,Seller upgrade,,"2923 KINGSFORD LANE, City of San Antonio, TX 78259",,2146196.2,13788513.5,2023-01-05,2023-01-05,,,Trevor Dillard,"0, 9",,
Electrical General Permit,MEP-ELE-PMT23-33300489,MPU,,"11014 HILLSDALE LOOP, City of San Antonio, TX 78249",,2081682,13747693,2023-01-05,2023-01-05,,,Cody Oram,8,,
Electrical General Permit,MEP-ELE-PMT23-33300500,Samone Hendrix,,"5630 BIENVILLE, City of San Antonio, TX 78233",,2166319.5,13743526.4,2023-01-05,2023-01-05,,,GEORGE SALDANA,10,,
Electrical General Permit,MEP-ELE-PMT23-33300505,Electrical General Permit,,"127 ODIS ST, City of San Antonio, TX 78204",,2128084.4,13690657.5,2023-01-05,2023-01-05,,,JESSCO ELECTRIC & LIGHTING,3,,
Electrical General Permit,MEP-ELE-PMT23-33300507,Electrical General Permit,,"2466 BABCOCK RD, City of San Antonio, TX 78229",,2099710.8,13731918.8,2023-01-05,2023-01-05,,,COMMERCIAL HEIGHTS CONTRACTOR,7,,
Electrical General Permit,MEP-ELE-PMT23-33300513,ESPCR JW OSEC,,"4115 BEAR OAK PATH, City of San Antonio, TX 78223",,2155078.9,13676225.8,2023-01-05,2023-01-05,,,Mario A Gonzalez,3,,
Electrical General Permit,MEP-ELE-PMT23-33300534,howle,,"182 HOWLE, City of San Antonio, TX 78223",,2145611.3,13679544.3,2023-01-05,2023-01-05,,,"MIGUEL PRIETO JR, KINGDOM ELECTRIC, LLC",3,,
Electrical General Permit,MEP-ELE-PMT23-33300535,Hooking up pool pump,,"8514 GLASS GEM DR, City of San Antonio, TX 78249",,2078849.6,13747007,2023-01-05,2023-01-05,,,"MACARIO ROBLEDO, MAC'S ELECTRIC",8,,
Electrical General Permit,MEP-ELE-PMT23-33300537,Pedro,,"1831 LEANDER, City of San Antonio, TX 78251",,2076221.3,13713588.2,2023-01-05,2023-01-05,,,Pedro Valdes,6,,
Electrical General Permit,MEP-ELE-PMT23-33341746,TD / Laurel,,"2047 W LAUREL, City of San Antonio, TX 78201",,2118328.5,13709486.2,2022-12-28,2023-01-05,,,"JOSE Z DE LUNA, JZ ELECTRIC LLC",1,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200401,Plumbing Gas Permit,,"1919 CLOWER, City of San Antonio, TX 78201",,2119059.5,13721641.9,2023-01-05,2023-01-05,,,Angela Garcia,1,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200407,Barnabee,,"2006 RIVA RIDGE ST, City of San Antonio, TX 78248",,2119187.9,13757006,2023-01-05,2023-01-05,,,"JASON P WILKS, GENESIS PLUMBING",9,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200411,Plumbing Permit,,"9 INWOOD POINT, City of San Antonio, TX 78248",,2116507.1,13762625.5,2023-01-05,2023-01-05,,,Jilly Plumbing,9,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200413,Garcia,,"5704 BOGART, City of San Antonio, TX 78240",,2096696.5,13731208.4,2023-01-05,2023-01-05,,,John L Howard,7,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200434,first Mexican church,,"201 MEREDITH DR, City of San Antonio, TX 78228",,2113843.1,13717200.9,2023-01-05,2023-01-05,,,"RUDY L GARCIA, BETANCOURT_PLUMBING CO",7,NCD-7 Jefferson,
Plumbing Gas Permit,MEP-GAS-PMT23-34200441,gas test,,"2444 BROCKTON DR, City of San Antonio, TX 78217",,2142379,13740860,2023-01-05,2023-01-05,,,"James S White, Qualified Maintenance & Construction",10,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200452,gas test at Joann's suite 114,,"25 NE 410, City of San Antonio, TX 78216",,2129733,13737685,2023-01-05,2023-01-05,,,"James S White, Qualified Maintenance & Construction",1,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200482,general plumbing,,"427 AVANT AVE, City of San Antonio, TX 78210",,2138308,13691718.8,2023-01-05,2023-01-05,,,"Eloy Medina, MEDINA BEST PLUMBING",3,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200502,Gas Test,,"4342 COMMERCIAL AVE, City of San Antonio, TX 78221",,2122799.6,13665656.7,2023-01-05,2023-01-05,,,Beyer Plumbing,3,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200510,NORMA COX,,"1526 W HILDEBRAND AVE, City of San Antonio, TX 78201",,2121238.1,13717375.7,2023-01-05,2023-01-05,,,Gregory Smith,1,,
